2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2564,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2669,2669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,2774,2774,2774,2774,2774,4244,-1,-1,-1,4244,3306,3306,4244,-1,-1,-1,4244,2774,2774,2774,2774,2774,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,2564,2564,2564,2564,2564,4244,-1,-1,-1,4244,2564,2564,4244,-1,-1,-1,4244,2564,2564,2564,2564,2564,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,2459
2458,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4244,4244,-1,-1,-1,-1,-1,-1,-1,-1,2459
